REGION,PROV_CODE,PROV_NAME,DIST_CODE,DIST_NAME,INC_DATE,INC_TYPE,Persons_killed,Persons_injured,Individuals_affected,Families_affected,Houses_damaged,Houses_destroyed,Season,Latitude,Longitude
Eastern,13,Kunar,1314,Nurgal,2022-08-26,Flood / flash flood,0,0,224,32,21,11,Summer,34.700584,70.728239
Eastern,13,Kunar,1303,Narang,2022-08-26,Flood / flash flood,0,0,280,40,24,16,Summer,34.817816,71.019069
Eastern,13,Kunar,1308,Chawkay,2022-08-26,Flood / flash flood,0,0,56,8,6,2,Summer,34.745481,70.862733
Eastern,6,Nangarhar,602,Behsud,2022-08-26,Flood / flash flood,0,0,119,17,17,0,Summer,34.423905,70.520494
Eastern,13,Kunar,1304,Sarkani,2022-08-26,Flood / flash flood,0,0,989,140,68,72,Summer,34.705403,71.086416
Eastern,6,Nangarhar,619,Muhmand Dara,2022-08-26,Flood / flash flood,0,0,35,5,5,0,Summer,34.225081,70.971158
Eastern,6,Nangarhar,601,Jalalabad,2022-08-26,Flood / flash flood,0,0,315,45,45,0,Summer,34.419822,70.436525
Eastern,6,Nangarhar,607,Kama,2022-08-26,Flood / flash flood,0,0,4515,645,454,191,Summer,34.446776,70.68128
Eastern,13,Kunar,1311,Barkunar,2022-08-26,Flood / flash flood,0,0,133,19,9,10,Summer,35.062438,71.392415
Eastern,7,Laghman,703,Qarghayi,2022-08-26,Flood / flash flood,0,0,119,17,0,17,Summer,34.543504,70.214523
Eastern,13,Kunar,1302,Watapur,2022-08-26,Flood / flash flood,0,0,168,24,9,15,Summer,34.972029,71.079464
Eastern,13,Kunar,1308,Chawkay,2022-09-04,Earthquake,0,4,182,26,15,6,Autumn,34.745481,70.862733
Eastern,13,Kunar,1314,Nurgal,2022-09-05,Earthquake,5,49,5622,659,244,415,Autumn,34.700584,70.728239
Eastern,6,Nangarhar,607,Kama,2022-09-05,Earthquake,0,0,84,12,10,2,Autumn,34.446776,70.68128
Eastern,6,Nangarhar,609,Dara-e-Nur,2022-09-05,Earthquake,0,0,1155,165,159,6,Autumn,34.717402,70.599527
Eastern,7,Laghman,704,Alingar,2022-09-05,Earthquake,0,0,28,4,4,0,Autumn,34.833038,70.425705
Eastern,13,Kunar,1309,Khaskunar,2022-09-19,Earthquake,0,1,175,25,21,5,Autumn,34.599138,70.919872
North Eastern,16,Takhar,1615,Eshkmesh,2023-01-03,Flood / flash flood,0,0,84,16,13,3,Winter,36.390203,69.386506
Eastern,7,Laghman,703,Qarghayi,2023-01-13,Flood / flash flood,0,0,14,2,1,1,Winter,34.543504,70.214523
Eastern,7,Laghman,704,Alingar,2023-01-13,Flood / flash flood,0,0,93,12,12,0,Winter,34.833038,70.425705
Eastern,7,Laghman,701,Mehtarlam,2023-01-13,Flood / flash flood,0,0,119,17,16,1,Winter,34.666954,70.071718
Eastern,7,Laghman,702,Alishang,2023-01-13,Flood / flash flood,0,0,14,2,2,0,Winter,34.866429,70.072183
Eastern,13,Kunar,1308,Chawkay,2023-01-14,Flood / flash flood,0,0,14,2,2,0,Winter,34.745481,70.862733
Eastern,13,Kunar,1306,Shigal Wa Sheltan,2023-01-14,Flood / flash flood,0,0,14,2,1,1,Winter,35.019947,71.233756
Eastern,13,Kunar,1301,Asadabad,2023-01-14,Flood / flash flood,0,0,32,4,4,0,Winter,34.859883,71.117064
Eastern,13,Kunar,1305,Marawara,2023-01-14,Flood / flash flood,0,0,48,6,6,0,Winter,34.856211,71.219828
South Eastern,12,Paktya,1201,Gardez,2023-01-16,Heavy snowfall,2,0,42,6,0,0,Winter,33.599864,69.229343
Southern,34,Nimroz,3401,Zaranj,2023-01-21,Flood / flash flood,0,0,89,15,0,0,Winter,30.904818,62.045473
Eastern,13,Kunar,1302,Watapur,2023-02-01,Flood / flash flood,0,0,8,2,2,0,Winter,34.972029,71.079464
Eastern,13,Kunar,1303,Narang,2023-02-01,Flood / flash flood,0,0,11,2,2,0,Winter,34.817816,71.019069
Eastern,13,Kunar,1310,Dangam,2023-02-01,Flood / flash flood,0,0,371,53,53,0,Winter,35.015631,71.446189
Eastern,13,Kunar,1312,Ghaziabad,2023-02-01,Flood / flash flood,0,0,336,48,48,0,Winter,35.209863,71.320771
Eastern,13,Kunar,1313,Chapadara,2023-02-01,Flood / flash flood,0,0,14,2,2,0,Winter,34.901138,70.700645
Eastern,13,Kunar,1304,Sarkani,2023-02-01,Flood / flash flood,0,0,5,1,1,0,Winter,34.705403,71.086416
Eastern,13,Kunar,1306,Shigal Wa Sheltan,2023-02-01,Flood / flash flood,0,0,27,3,3,0,Winter,35.019947,71.233756
Eastern,13,Kunar,1301,Asadabad,2023-02-01,Flood / flash flood,0,0,10,1,1,0,Winter,34.859883,71.117064
Eastern,13,Kunar,1305,Marawara,2023-02-01,Flood / flash flood,0,0,27,3,3,0,Winter,34.856211,71.219828
Eastern,13,Kunar,1315,Nari,2023-02-01,Flood / flash flood,0,0,7,1,1,0,Winter,35.177373,71.508298
Eastern,13,Kunar,1308,Chawkay,2023-02-01,Flood / flash flood,0,0,357,51,51,0,Winter,34.745481,70.862733
Western,30,Hirat,3001,Hirat,2023-02-04,Flood / flash flood,0,0,122,18,18,0,Winter,34.395992,62.231053
Western,29,Badghis,2902,Muqur,2023-02-08,Flood / flash flood,0,0,98,14,14,0,Winter,35.108166,63.260315
Western,29,Badghis,2906,Balamurghab,2023-02-08,Flood / flash flood,0,0,63,9,9,0,Winter,35.496473,63.489881
Eastern,13,Kunar,1315,Nari,2023-02-11,Flood / flash flood,0,2,182,26,26,0,Winter,35.177373,71.508298
Eastern,13,Kunar,1306,Shigal Wa Sheltan,2023-02-11,Flood / flash flood,0,0,37,5,5,0,Winter,35.019947,71.233756
Eastern,13,Kunar,1303,Narang,2023-02-11,Flood / flash flood,0,0,35,5,5,0,Winter,34.817816,71.019069
Eastern,13,Kunar,1305,Marawara,2023-02-11,Flood / flash flood,0,0,62,8,7,1,Winter,34.856211,71.219828
Eastern,13,Kunar,1313,Chapadara,2023-02-11,Flood / flash flood,0,0,301,43,43,0,Winter,34.901138,70.700645
Eastern,13,Kunar,1301,Asadabad,2023-02-11,Flood / flash flood,0,0,8,1,1,0,Winter,34.859883,71.117064
Eastern,7,Laghman,704,Alingar,2023-02-13,Flood / flash flood,0,0,32,4,4,0,Winter,34.833038,70.425705
Eastern,7,Laghman,701,Mehtarlam,2023-02-13,Flood / flash flood,0,0,31,4,4,0,Winter,34.666954,70.071718
Eastern,7,Laghman,702,Alishang,2023-02-13,Flood / flash flood,0,0,9,1,1,0,Winter,34.866429,70.072183
North Eastern,16,Takhar,1610,Chahab,2023-02-18,Flood / flash flood,0,0,7,1,1,0,Winter,37.426269,69.928441
North Eastern,16,Takhar,1616,Warsaj,2023-02-18,Flood / flash flood,0,0,7,1,1,0,Winter,36.104684,70.158583
North Eastern,16,Takhar,1609,Rostaq,2023-02-18,Flood / flash flood,0,0,217,31,29,2,Winter,37.110428,69.836849
Western,21,Ghor,2101,Chaghcharan,2023-02-27,Heavy snowfall,0,3,29,3,3,0,Winter,34.524334,65.238265
Eastern,13,Kunar,1305,Marawara,2023-03-17,Flood / flash flood,0,0,9,2,2,0,Spring,34.856211,71.219828
North Eastern,17,Kunduz,1706,Khanabad,2023-03-18,Flood / flash flood,0,0,150,20,0,20,Spring,36.645961,69.105452
Eastern,7,Laghman,701,Mehtarlam,2023-03-18,Flood / flash flood,0,0,91,13,10,3,Spring,34.666954,70.071718
Eastern,7,Laghman,704,Alingar,2023-03-20,Earthquake,0,0,52,13,11,2,Spring,34.833038,70.425705
North Eastern,17,Kunduz,1701,Kunduz,2023-03-20,Earthquake,0,0,28,3,3,3,Spring,36.792264,68.86046
Eastern,7,Laghman,705,Dawlatshah,2023-03-20,Earthquake,0,0,62,13,8,5,Spring,35.03591,70.00979
Eastern,7,Laghman,703,Qarghayi,2023-03-20,Earthquake,0,0,10,1,1,0,Spring,34.543504,70.214523
Eastern,7,Laghman,702,Alishang,2023-03-20,Earthquake,1,4,94,12,1,11,Spring,34.866429,70.072183
Eastern,13,Kunar,1307,Dara-e-Pech,2023-03-21,Earthquake,0,0,21,3,3,0,Spring,34.931473,70.911379
North Eastern,16,Takhar,1607,Farkhar,2023-03-21,Earthquake,0,0,28,4,4,0,Spring,36.477265,69.963273
Capital,3,Parwan,302,Jabalussaraj,2023-03-21,Earthquake,0,0,21,3,3,0,Spring,35.12966,69.202044
Eastern,6,Nangarhar,617,Achin,2023-03-21,Earthquake,0,0,10,1,1,0,Spring,34.056653,70.650371
Capital,1,Kabul,101,Kabul,2023-03-21,Flood / flash flood,0,0,140,20,4,0,Spring,34.527913,69.169074
Eastern,6,Nangarhar,607,Kama,2023-03-21,Earthquake,0,0,51,6,6,0,Spring,34.446776,70.68128
Eastern,13,Kunar,1302,Watapur,2023-03-21,Earthquake,0,0,7,1,1,0,Spring,34.972029,71.079464
Eastern,6,Nangarhar,616,Goshta,2023-03-21,Earthquake,0,0,20,2,2,0,Spring,34.455504,70.877188
Eastern,6,Nangarhar,603,Surkhrod,2023-03-21,Earthquake,1,5,29,3,3,0,Spring,34.420676,70.317617
Eastern,13,Kunar,1304,Sarkani,2023-03-21,Earthquake,0,0,7,1,1,0,Spring,34.705403,71.086416
Eastern,6,Nangarhar,613,Dehbala,2023-03-21,Earthquake,0,0,9,1,1,0,Spring,34.092342,70.449203
Eastern,13,Kunar,1308,Chawkay,2023-03-21,Earthquake,0,1,49,7,7,0,Spring,34.745481,70.862733
Eastern,6,Nangarhar,602,Behsud,2023-03-21,Earthquake,0,0,44,6,6,0,Spring,34.423905,70.520494
Eastern,13,Kunar,1311,Barkunar,2023-03-21,Earthquake,0,0,28,4,4,0,Spring,35.062438,71.392415
Eastern,6,Nangarhar,608,Kuzkunar,2023-03-21,Earthquake,0,0,40,4,4,0,Spring,34.579197,70.569434
Eastern,13,Kunar,1303,Narang,2023-03-21,Earthquake,0,0,42,6,6,0,Spring,34.817816,71.019069
Eastern,6,Nangarhar,618,Shinwar,2023-03-21,Earthquake,0,0,84,12,9,3,Spring,34.205904,70.816901
Eastern,13,Kunar,1314,Nurgal,2023-03-21,Earthquake,0,2,28,4,4,0,Spring,34.700584,70.728239
Eastern,13,Kunar,1313,Chapadara,2023-03-21,Earthquake,0,0,42,6,6,0,Spring,34.901138,70.700645
Eastern,6,Nangarhar,619,Muhmand Dara,2023-03-21,Earthquake,0,0,5,1,1,0,Spring,34.225081,70.971158
Eastern,6,Nangarhar,615,Batikot,2023-03-21,Earthquake,0,0,23,3,3,0,Spring,34.304829,70.721243
Eastern,6,Nangarhar,605,Chaparhar,2023-03-21,Earthquake,0,0,32,4,4,0,Spring,34.298027,70.367422
Eastern,13,Kunar,1305,Marawara,2023-03-21,Earthquake,0,0,21,3,3,0,Spring,34.856211,71.219828
Eastern,6,Nangarhar,606,Rodat,2023-03-21,Earthquake,0,0,20,2,2,0,Spring,34.256662,70.550781
Eastern,13,Kunar,1301,Asadabad,2023-03-21,Earthquake,0,0,76,9,9,0,Spring,34.859883,71.117064
Eastern,13,Kunar,1309,Khaskunar,2023-03-21,Earthquake,0,1,42,6,6,0,Spring,34.599138,70.919872
Eastern,6,Nangarhar,601,Jalalabad,2023-03-21,Earthquake,0,0,42,7,7,0,Spring,34.419822,70.436525
Capital,8,Panjsher,804,Dara,2023-03-21,Earthquake,0,0,7,1,1,0,Spring,35.233269,69.746063
Capital,8,Panjsher,807,Paryan,2023-03-21,Earthquake,0,0,21,3,3,0,Spring,35.678605,70.063764
Eastern,6,Nangarhar,609,Dara-e-Nur,2023-03-21,Earthquake,0,0,61,7,7,0,Spring,34.717402,70.599527
Western,30,Hirat,3012,Obe,2023-03-23,Flood / flash flood,0,0,91,13,13,0,Spring,34.380977,63.292026
Western,30,Hirat,3001,Hirat,2023-03-23,Flood / flash flood,0,0,112,16,16,0,Spring,34.395992,62.231053
Eastern,6,Nangarhar,620,Lalpur,2023-03-25,Flood / flash flood,0,0,8,1,1,0,Spring,34.322068,71.01777
Southern,23,Uruzgan,2305,Khasuruzgan,2023-03-25,Flood / flash flood,0,0,45,6,6,0,Spring,32.977052,66.72913
Eastern,6,Nangarhar,621,Nazyan,2023-03-25,Flood / flash flood,0,0,6,1,1,0,Spring,34.055839,70.799091
Eastern,6,Nangarhar,609,Dara-e-Nur,2023-03-25,Flood / flash flood,0,0,31,4,4,0,Spring,34.717402,70.599527
Southern,34,Nimroz,3401,Zaranj,2023-03-25,Flood / flash flood,0,0,440,46,41,5,Spring,30.904818,62.045473
Eastern,6,Nangarhar,612,Pachieragam,2023-03-25,Flood / flash flood,0,0,14,2,2,0,Spring,34.077161,70.302235
Eastern,6,Nangarhar,611,Sherzad,2023-03-25,Flood / flash flood,0,0,8,1,1,0,Spring,34.181064,69.928431
Southern,24,Zabul,2401,Qalat,2023-03-25,Flood / flash flood,0,0,98,10,10,0,Spring,32.187366,66.953465
Southern,23,Uruzgan,2301,Tirinkot,2023-03-25,Flood / flash flood,1,1,117,19,19,0,Spring,32.65496,65.849924
Southern,32,Hilmand,3212,Reg,2023-03-27,Flood / flash flood,0,1,173,18,17,1,Spring,30.574171,63.610859
Southern,32,Hilmand,3204,Nawa-e-Barakzaiy,2023-03-27,Flood / flash flood,0,0,39,4,4,0,Spring,31.355971,64.217749
Capital,3,Parwan,307,Ghorband,2023-03-29,Flood / flash flood,0,0,70,10,4,0,Spring,34.987058,68.799341
South Eastern,11,Ghazni,1101,Ghazni,2023-03-29,Flood / flash flood,0,0,49,7,0,0,Spring,33.541807,68.441991
South Eastern,11,Ghazni,1104,Waghaz,2023-03-29,Flood / flash flood,0,0,28,4,0,0,Spring,33.420537,68.226157
Capital,3,Parwan,303,Shinwari,2023-03-29,Flood / flash flood,0,0,49,7,2,0,Spring,35.135028,68.973098
Capital,3,Parwan,302,Jabalussaraj,2023-03-29,Flood / flash flood,0,0,63,9,2,0,Spring,35.12966,69.202044
South Eastern,11,Ghazni,1110,Qarabagh,2023-03-29,Flood / flash flood,0,0,28,4,0,0,Spring,33.221892,67.999784
Capital,3,Parwan,309,Shekhali,2023-03-29,Flood / flash flood,0,0,35,5,2,0,Spring,34.961071,68.393194
Capital,3,Parwan,306,Salang,2023-03-29,Flood / flash flood,0,0,56,8,6,0,Spring,35.293998,69.163208
Capital,3,Parwan,308,Koh-e-Safi,2023-03-29,Flood / flash flood,0,0,35,5,4,0,Spring,34.754573,69.468075
South Eastern,26,Khost,2604,Nadirshahkot,2023-03-31,Flood / flash flood,0,0,28,4,0,0,Spring,33.386827,69.687169
South Eastern,26,Khost,2605,Mandozayi,2023-03-31,Flood / flash flood,0,0,35,5,0,0,Spring,33.336522,69.803569
South Eastern,26,Khost,2601,Khost (Matun),2023-03-31,Flood / flash flood,0,0,56,8,0,0,Spring,33.337571,69.91725
Eastern,7,Laghman,703,Qarghayi,2023-04-02,Flood / flash flood,0,0,27,4,1,3,Spring,34.543504,70.214523
Capital,2,Kapisa,203,Kohband,2023-04-02,Flood / flash flood,0,0,70,10,0,0,Spring,35.110987,69.460654
Capital,2,Kapisa,201,Mahmud-e-Raqi,2023-04-02,Flood / flash flood,0,0,105,15,0,0,Spring,35.01233,69.382066
North Eastern,15,Badakhshan,1518,Keshem,2023-04-02,Flood / flash flood,0,0,98,14,0,0,Spring,36.74831,70.12736
North Eastern,15,Badakhshan,1509,Teshkan,2023-04-02,Flood / flash flood,0,0,42,6,0,0,Spring,36.800862,70.366348
North Eastern,15,Badakhshan,1519,Tagab,2023-04-02,Flood / flash flood,0,0,56,8,0,0,Spring,36.479764,70.341949
North Eastern,15,Badakhshan,1510,Darayem,2023-04-02,Flood / flash flood,0,0,77,11,0,0,Spring,36.892505,70.412044
North Eastern,15,Badakhshan,1501,Fayzabad,2023-04-02,Flood / flash flood,0,0,63,9,0,0,Spring,37.217022,70.62815
Eastern,7,Laghman,702,Alishang,2023-04-02,Flood / flash flood,0,0,127,16,8,8,Spring,34.866429,70.072183
Capital,2,Kapisa,204,Hisa-e-Duwum-e-Kohestan,2023-04-02,Flood / flash flood,0,0,84,12,0,0,Spring,35.069169,69.328034
Eastern,7,Laghman,701,Mehtarlam,2023-04-02,Flood / flash flood,0,0,174,29,16,13,Spring,34.666954,70.071718
Capital,2,Kapisa,207,Hisa-e- Awal-e- Kohestan,2023-04-02,Flood / flash flood,0,0,56,8,0,0,Spring,35.135942,69.334935
Capital,2,Kapisa,206,Alasay,2023-04-02,Flood / flash flood,0,0,42,6,0,0,Spring,34.916672,69.813422
Eastern,7,Laghman,704,Alingar,2023-04-02,Flood / flash flood,0,0,114,13,11,2,Spring,34.833038,70.425705
Capital,2,Kapisa,202,Nejrab,2023-04-02,Flood / flash flood,0,0,42,6,0,0,Spring,35.041318,69.632485
South Eastern,25,Paktika,2515,Bermel,2023-04-03,Flood / flash flood,1,1,7,1,0,0,Spring,32.879126,69.403228
South Eastern,25,Paktika,2512,Janikhel,2023-04-03,Flood / flash flood,1,0,7,1,0,0,Spring,32.720219,68.452528
North Eastern,16,Takhar,1604,Bangi,2023-04-03,Flood / flash flood,0,2,84,16,15,1,Spring,36.616511,69.336677
South Eastern,12,Paktya,1202,Sayedkaram,2023-04-06,Flood / flash flood,0,0,21,3,0,0,Spring,33.731336,69.469893
South Eastern,12,Paktya,1206,Zadran,2023-04-06,Flood / flash flood,0,0,84,12,0,0,Spring,33.416216,69.424522
South Eastern,12,Paktya,1201,Gardez,2023-04-06,Flood / flash flood,0,0,70,10,0,0,Spring,33.599864,69.229343
South Eastern,12,Paktya,1207,Lija Ahmad Khel,2023-04-06,Flood / flash flood,0,0,56,8,0,0,Spring,33.797792,69.605362
South Eastern,25,Paktika,2517,Ziruk,2023-04-07,Flood / flash flood,0,3,7,1,0,0,Spring,33.166203,69.38278
Eastern,13,Kunar,1313,Chapadara,2023-04-07,Flood / flash flood,0,0,28,4,4,0,Spring,34.901138,70.700645
Eastern,13,Kunar,1309,Khaskunar,2023-04-07,Flood / flash flood,0,1,10,1,1,0,Spring,34.599138,70.919872
Eastern,13,Kunar,1304,Sarkani,2023-04-07,Flood / flash flood,0,0,25,3,3,0,Spring,34.705403,71.086416
Eastern,13,Kunar,1302,Watapur,2023-04-07,Flood / flash flood,0,0,42,6,6,0,Spring,34.972029,71.079464
Eastern,13,Kunar,1303,Narang,2023-04-07,Flood / flash flood,0,0,23,4,4,0,Spring,34.817816,71.019069
Eastern,13,Kunar,1311,Barkunar,2023-04-07,Flood / flash flood,0,0,7,1,1,0,Spring,35.062438,71.392415
Eastern,13,Kunar,1305,Marawara,2023-04-07,Flood / flash flood,0,0,98,12,12,0,Spring,34.856211,71.219828
Eastern,13,Kunar,1301,Asadabad,2023-04-07,Flood / flash flood,0,1,427,61,61,0,Spring,34.859883,71.117064
North Eastern,15,Badakhshan,1520,Yamgan,2023-04-08,Landslide / mudflow,0,0,364,52,52,0,Spring,36.432054,70.7846
North Eastern,15,Badakhshan,1506,Raghestan,2023-04-08,Landslide / mudflow,0,0,672,96,96,0,Spring,37.67991,70.64017
Eastern,13,Kunar,1304,Sarkani,2023-04-18,Flood / flash flood,0,0,36,5,5,0,Spring,34.705403,71.086416
Eastern,13,Kunar,1307,Dara-e-Pech,2023-04-18,Flood / flash flood,0,0,7,1,1,0,Spring,34.931473,70.911379
Eastern,13,Kunar,1303,Narang,2023-04-18,Flood / flash flood,0,0,230,31,31,0,Spring,34.817816,71.019069
Eastern,13,Kunar,1309,Khaskunar,2023-04-18,Flood / flash flood,0,0,24,4,4,0,Spring,34.599138,70.919872
Eastern,6,Nangarhar,609,Dara-e-Nur,2023-04-19,Flood / flash flood,0,0,21,3,3,0,Spring,34.717402,70.599527
Eastern,6,Nangarhar,621,Nazyan,2023-04-19,Flood / flash flood,0,0,14,2,2,0,Spring,34.055839,70.799091
Eastern,7,Laghman,701,Mehtarlam,2023-04-30,Flood / flash flood,0,0,74,9,6,3,Spring,34.666954,70.071718
Eastern,7,Laghman,702,Alishang,2023-04-30,Flood / flash flood,0,0,7,1,1,0,Spring,34.866429,70.072183
Eastern,7,Laghman,704,Alingar,2023-04-30,Flood / flash flood,0,0,29,4,2,2,Spring,34.833038,70.425705
Eastern,6,Nangarhar,609,Dara-e-Nur,2023-05-01,Flood / flash flood,0,1,36,4,4,0,Spring,34.717402,70.599527
Eastern,13,Kunar,1305,Marawara,2023-05-01,Flood / flash flood,0,0,56,8,8,0,Spring,34.856211,71.219828
Eastern,13,Kunar,1301,Asadabad,2023-05-01,Flood / flash flood,0,0,18,2,2,0,Spring,34.859883,71.117064
North Eastern,16,Takhar,1601,Taloqan,2023-05-01,Flood / flash flood,0,0,14,2,2,0,Spring,36.742722,69.523116
Eastern,13,Kunar,1315,Nari,2023-05-01,Flood / flash flood,0,0,63,9,9,0,Spring,35.177373,71.508298
Eastern,6,Nangarhar,615,Batikot,2023-05-01,Flood / flash flood,0,1,30,3,3,0,Spring,34.304829,70.721243
North Eastern,16,Takhar,1607,Farkhar,2023-05-01,Flood / flash flood,0,0,7,1,1,0,Spring,36.477265,69.963273
Eastern,13,Kunar,1312,Ghaziabad,2023-05-01,Flood / flash flood,0,0,35,3,5,0,Spring,35.209863,71.320771
Eastern,13,Kunar,1314,Nurgal,2023-05-01,Flood / flash flood,0,0,35,5,5,0,Spring,34.700584,70.728239
Eastern,6,Nangarhar,613,Dehbala,2023-05-01,Flood / flash flood,0,0,7,1,1,0,Spring,34.092342,70.449203
Eastern,6,Nangarhar,607,Kama,2023-05-05,Flood / flash flood,4,3,789,119,2,117,Spring,34.446776,70.68128
Eastern,6,Nangarhar,616,Goshta,2023-05-05,Flood / flash flood,0,0,144,16,5,11,Spring,34.455504,70.877188
Eastern,6,Nangarhar,603,Surkhrod,2023-05-05,Flood / flash flood,0,0,14,2,0,2,Spring,34.420676,70.317617
Eastern,6,Nangarhar,601,Jalalabad,2023-05-05,Flood / flash flood,0,0,551,66,0,66,Spring,34.419822,70.436525
Eastern,13,Kunar,1309,Khaskunar,2023-05-14,Flood / flash flood,0,4,11,1,1,0,Spring,34.599138,70.919872
Eastern,13,Kunar,1301,Asadabad,2023-05-14,Flood / flash flood,0,0,40,5,5,0,Spring,34.859883,71.117064
Eastern,13,Kunar,1303,Narang,2023-05-21,Flood / flash flood,0,0,11,2,2,0,Spring,34.817816,71.019069
Eastern,13,Kunar,1308,Chawkay,2023-05-21,Flood / flash flood,0,0,21,3,3,0,Spring,34.745481,70.862733
Eastern,6,Nangarhar,601,Jalalabad,2023-05-22,Flood / flash flood,0,0,11,2,0,2,Spring,34.419822,70.436525
Capital,4,Wardak,402,Jalrez,2023-05-22,Flood / flash flood,0,0,77,11,11,0,Spring,34.521442,68.589387
Capital,4,Wardak,401,Maydanshahr,2023-05-22,Flood / flash flood,0,0,28,4,4,0,Spring,34.464309,68.848882
Eastern,6,Nangarhar,604,Khogyani,2023-05-22,Flood / flash flood,0,0,9,1,0,1,Spring,34.446776,70.68128
Capital,5,Logar,501,Pul-e-Alam,2023-05-29,Flood / flash flood,0,0,315,45,35,10,Spring,33.991566,69.046969
Eastern,7,Laghman,701,Mehtarlam,2023-05-31,Flood / flash flood,2,3,30,4,1,3,Spring,34.666954,70.071718
Eastern,7,Laghman,702,Alishang,2023-05-31,Flood / flash flood,0,0,32,3,3,0,Spring,34.866429,70.072183
Eastern,7,Laghman,704,Alingar,2023-05-31,Flood / flash flood,0,0,45,6,2,4,Spring,34.833038,70.425705
Eastern,6,Nangarhar,607,Kama,2023-06-01,Earthquake,0,0,9,1,0,1,Summer,34.446776,70.68128
Eastern,13,Kunar,1302,Watapur,2023-06-06,Flood / flash flood,0,0,28,3,3,0,Summer,34.972029,71.079464
Eastern,13,Kunar,1301,Asadabad,2023-06-06,Flood / flash flood,0,0,21,3,3,0,Summer,34.859883,71.117064
North Eastern,16,Takhar,1601,Taloqan,2023-06-15,Flood / flash flood,0,0,35,5,3,2,Summer,36.742722,69.523116
Eastern,6,Nangarhar,610,Hesarak,2023-06-15,Flood / flash flood,0,0,64,8,8,0,Summer,34.24617,69.743543
Eastern,6,Nangarhar,617,Achin,2023-06-27,Flood / flash flood,0,0,14,2,1,1,Summer,34.056653,70.650371
Eastern,6,Nangarhar,612,Pachieragam,2023-06-27,Flood / flash flood,0,0,14,2,2,0,Summer,34.077161,70.302235
Eastern,6,Nangarhar,609,Dara-e-Nur,2023-06-27,Flood / flash flood,0,0,5,1,1,0,Summer,34.717402,70.599527
Eastern,6,Nangarhar,608,Kuzkunar,2023-06-27,Flood / flash flood,0,0,7,1,1,0,Summer,34.579197,70.569434
Eastern,6,Nangarhar,601,Jalalabad,2023-06-27,Flood / flash flood,1,0,28,4,4,0,Summer,34.419822,70.436525
Eastern,6,Nangarhar,620,Lalpur,2023-06-27,Flood / flash flood,0,0,15,1,1,0,Summer,34.322068,71.01777
Eastern,6,Nangarhar,615,Batikot,2023-06-27,Flood / flash flood,0,0,7,1,1,0,Summer,34.304829,70.721243
Eastern,6,Nangarhar,606,Rodat,2023-06-27,Flood / flash flood,0,0,7,1,1,0,Summer,34.256662,70.550781
North Eastern,17,Kunduz,1702,Emamsaheb,2023-06-29,Flood / flash flood,0,0,210,30,0,30,Summer,37.074314,68.851102
Capital,4,Wardak,402,Jalrez,2023-06-30,Flood / flash flood,0,0,70,10,7,3,Summer,34.521442,68.589387
Capital,2,Kapisa,201,Mahmud-e-Raqi,2023-06-30,Flood / flash flood,0,0,511,73,52,21,Summer,35.01233,69.382066
Capital,4,Wardak,401,Maydanshahr,2023-06-30,Flood / flash flood,0,0,70,10,8,2,Summer,34.464309,68.848882
Capital,4,Wardak,403,Nerkh,2023-06-30,Flood / flash flood,0,0,140,20,15,5,Summer,34.326461,68.771485
Capital,3,Parwan,308,Koh-e-Safi,2023-06-30,Flood / flash flood,0,0,511,73,73,0,Summer,34.754573,69.468075
Eastern,7,Laghman,703,Qarghayi,2023-07-04,Flood / flash flood,0,0,22,3,3,0,Summer,34.543504,70.214523
Eastern,7,Laghman,701,Mehtarlam,2023-07-04,Flood / flash flood,0,0,63,6,4,2,Summer,34.666954,70.071718
Eastern,7,Laghman,702,Alishang,2023-07-04,Flood / flash flood,0,2,58,6,5,1,Summer,34.866429,70.072183
South Eastern,11,Ghazni,1104,Waghaz,2023-07-05,Flood / flash flood,0,0,35,5,0,0,Summer,33.420537,68.226157
South Eastern,11,Ghazni,1110,Qarabagh,2023-07-05,Flood / flash flood,0,0,105,15,0,0,Summer,33.221892,67.999784
Eastern,6,Nangarhar,601,Jalalabad,2023-07-06,Flood / flash flood,0,0,6,1,1,0,Summer,34.419822,70.436525
Eastern,6,Nangarhar,622,Durbaba,2023-07-06,Flood / flash flood,1,2,14,2,0,2,Summer,34.098842,70.943709
